,tweet,label (KMeans),label (HAC)
8625,"Omnibus law akan di jadikan tumpuan utk ekonomi oleh pemerintah indonesia tp kebijakan ini menuai protes ....penasaran simak yuuk di channel yutub temen temen ketik *analisis*, simak…  https://t.co/cwnrsAwtnA",1,0
8626,"#OBLSolusiPascaPandemi #OBLSolusiPascaPandemi  Parlemen terbuka dalam menyerap semua aspirasi terkait Omnibus Law RUU Cipta Kerja, sejalan dengan janji akan transparan dan cermat dalam pembahasan yang sedang dilakukan DPR RI dengan pemerintah.  https://t.co/ggLginLjhD",1,0
8627,Omnibus Low Cipta Kerja sangat membantu masyarakat pelaku UMKM.  Terlebih masa Pandemi ini  semua sektor lumpuh dan pemerintah telah membuat solusinya  dgn OBL   #OBLSolusiPascaPandemi #OBLSolusiPascaPandemi  https://t.co/G3hEULj9mV,1,0
8628,Ada ada saja otak mereka..  Kita dukung Pemerintah abaikan sj tanggapan mereka.  Dukung Omnibus Law!!!!  #OBLSolusiPascaPandemi,0,1
8629,"Izin amdal kerapkali diperlambat oleh oknum-oknum pemerintah daerah, sehingga mengakibatkan terhambatnya investor masuk. Bila ini terus dipersulit, bagaimana lapangan kerja bisa tercipta?  Disinilah peran Omnibus Law untuk memberantas mafia birokrasi. #OBLSolusiPascaPandemi  https://t.co/QE8b0f30B5",1,0
8630,Menteri BUMN @erickthohir menegaskan RUU Omnibus Law dibuat bukan untuk melucuti kewenangan Pemerintah Daerah melainkan untuk mensingergikan kinerja Pemerintah dgn daerah  Dukung Omnibus Law 👍🏻 #OBLSolusiPascaPandemi,1,0
8631,"Wah dapat pengakuan Bank Dunia . . Country Director Bank Dunia di Indonesia, Satu Kahkonen, memandang Omnibus Law ini mesti menjadi langkah prioritas pemerintah dalam menghadapi persoalan ekonomi yang muncul sebagai dampak pandemi COVID-19. #OBLSolusiPascaPandem  https://t.co/YHQju6aOjq",1,0
8632,"#OBLSolusiPascaPandemi Cari tahu apa ituh Omnibus Law, pahami dan jangan mudah terprovokasi untuk demo, Logikanya kgak ada kebijakan yg dilakukan pemerintah secara srampangan yg tujuannya merugikan masyarakat dan negara pada umumnya,  Simak pidio pencerahan inih..  https://t.co/eVuEccappq",1,0
8633,"Bisa.. Masyarakat harus mendukung Pemerintah untuk mengembalikan bahkan menaikkan ekonomi kita.  Indonesia bisa!!  Nah ini nih yg mesti di viralkan agar masyarakat tau, bahwa banyak provokator sengaja men-diinformasikan Omnibus law.  #OBLSolusiPascaPandemi",1,0
8634,"Fahri Bachmid, menilai keberadaan Omnibus Law Cipta Kerja dapat menjawab permasalahan ketenagakerjaan yang dihadapi Indonesia.  Yuk, dukung pemerintah segera menerbitkan aturan tersebut.  #OBLSolusiPascaPandemi  https://t.co/AIIJ7Spvz2",1,0
8635,"Manteman harus tau, Omnibus Law dibuat pemerintah untuk menyederhanakan berbagai perizinan dan syarat investasi agar mudah masuk. Dengan cara begitu, lapangan pekerjaan akan tercipta #OBLSolusiPascaPandemi  https://t.co/JX6hagDZF6",1,0
8636,#Video Ketua KSPI Said Iqbal membeberkan apa saja yang menjadi tuntutan dalam demo aksi tolak Omnibus Law RUU Cipta kerja di DPR RI. Mulai dari menolak omnibis law draft pemerintah hingga tolak PHK dampak Covid-19. -- Berikut penjabarannya: #OmnibusLaw  https://t.co/HNybdZ81SR,1,0
8637,Pemerintah tak pernah melibatkan kelompok masyarakat sipil sebagai partisipasi publik dalam perumusan RUU Cipta Kerja Omnibus Law   dlm hal ini Kemenko Bidang Perekonomian dalam perumusan RUU Cipta Kerja Omnibus Law sebelum diajukan ke DPR  https://t.co/y2Bpcua7Hm,0,0
8638,"Buruh menggelar unjuk rasa, di depan kompleks Parlemen Senayan Jakarta. Terdapat 2 tuntutan yang dibawa dalam aksi kali ini, yaitu menolak Omnibus Law, Cipta Kerja draf pemerintah serta menuntut agar PHK Massal dampak pandemi covid-19 dihentikan.   https://t.co/qWElTV9lTX  https://t.co/nEiVdW0UG4",1,0
8639,Partai apa yg jadi oposisi atau penantang omnibus law di parlemen? Demokrasi kita masih jalan? Kok saya lihat direct conflict antara rakyat vs pemerintah? Pemerintah menggali kuburnya sendiri kalau begini ciptakan konflik vertikal.,1,0
8640,Ketua DPR RI Puan Maharani menegaskan parlemen terbuka dlm menyerap semua aspirasi terkait Omnibus Law RUU Cipta Kerja. Hal itu disampaikan sejalan dgn janji akan transparan &amp; cermat dlm pembahasan RUU Cipta Kerja yg diusulkan pemerintah tsb (25/8). (Ach)  https://t.co/HIao8uBdF5,1,0
8641,"@idtodayco @msaid_didu World Bank bilang omnibus law hurt Labor, Tapi ini orang bilang omnibus law minggu depan jadi. aneh bin ajaib cara pemerintah mengelola negara RI.",1,0
8642,demo omnibus law selasa ini rame bgt pasti bikin covid naik - gara gara ada kebijakan pemerintah yang gajelas - nah makanya pemerintah jangan nyalahin yang demo - karena yang bikin demo ya kalian sendiri 😴,1,0
8643,"Tolak Omnibus Law “Buatan” Pemerintah, KSPI Harap Perubahan dari DPR   https://t.co/3UdO44Yjfr  @FSPMI_KSPI   #Nasional #Politik #Sosbud #Buruh #OmnibusLaw",0,0
8644,@305_Retas___ @C_NdoenK_531 jika DPR/MPR atau Pemerintah menyadari bahwa demo akan berpotensi klaster baru... maka apa susahnya membatalkan RUU Omnibus Law... ketahuilah... mereka demo mempertaruhkan wabah dan nyawa demi perut mereka dan keluarga mereka??!!,1,0
8645,"2/3 Massa memiliki beberapa tuntutan, di antaranya Menolak RUU Omnibus Law Cipta Kerja, Menuntut pemerintah menarik kembali RUU Omnibus Law, dan menuntut DPR RI mengeluarkan klaster ketenagakerjaan dari RUU Omnibus Law.  https://t.co/jH8K2D5Glg",1,0
8646,Saksi Fakta Ungkap Ketertutupan Pemerintah soal Omnibus Law  https://t.co/IsJvzHD0AQ,0,1
8647,"@tempodotco Hny di Pemerintahan @jokowi @Kiyai_MarufAmin  Investasi menjadi TikTok  Omnibus Law. Bagaimana mau bicara investasi jika fundamental produksi rapuh? = Sim Salabim Undur Diri Sj, Rakyat Jenuh Menonton Tarian Pemerintah. @DPR_RI @mprgoid @Puspen_TNI @bpkri",1,0
8648,"jd mikir pemerintah tu bikin omnibus law buat apa ya, org sekarang nyari kerja butuhnya org dalam 😂",1,0
8649,Seharusnya pemerintah mendengar teriakan lantang dari rakyat tentang penolakan omnibus law...,0,1
8650,"Puan menegaskan bahwa parlemen terbuka dalam menyerap semua aspirasi terkait Omnibus Law RUU Cipta Kerja, sejalan dengan janji akan transparan dan cermat dalam pembahasan yang sedang dilakukan DPR RI dengan pemerintah.   https://t.co/ePH3AOZbVm.",1,0
8651,"Saya lebih suka REVISI DRAFT OMNIBUS LAW, bukan TOLAK OMNIBUS LAW. Kenapa ?  1. Tidak semua ketentuan di Omnibus Law tersebut merugikan masyarakat. 2. Apresiasi tujuan pemerintah yang mau mensinkronisasikan beberapa UU sehingga tidak terjadi konflik antar peraturan.  Next.....",1,0
8652,"@geloraco mahasiswa Dukung pemerintah dlm hal apa..??? UU OMNIBUS LAW, MERUBAH PANCASILA,BANJIRNYA TKA CHINA.. jika bicara pemecah belah Bangsa tanya Abu janda ade armando Denny siregar Boedy Djarot Dewi kunti Rahmawati..mereka itu lah pemecah belah Bangsa dengan congornya yg asal jeplak",1,0
8653,Said Iqbal : Buruh Demo di Menko Perekonomian dan DPR RI Tolak Omnibus Draft Pemerintah  https://t.co/KawdwyMw0v,0,0
8654,"Dorong Investasi, Pemerintah Fokus pada Omnibus Law dan Industrialisasi Hilir: Menko Luhut menjelaskan, dampak dari pandemi global covid-19, Indonesia pun tidak dapat terhindar dari slow down perekonomian dunia. Namun di sisi lain, dampak pandemi juga…  https://t.co/znI5Kt8D8i",1,0
8655,"@NayDonuts @DivHumas_Polri Bagi para buruh, omnibus law lebih menakutkan dr virus Corona.  biarin aja, toh yg mulai jg pemerintah sendiri. menakut nakuti buruh dgn omnibus law. klo gk ada omnibus law , gk akan ada demo ini.",1,0
8656,Massa buruh di Sumut meminta pemerintah batalkan Omnibus Law.  https://t.co/aUwWlYFOTv,0,1
8657,@CNNIndonesia Kl dpr dan pemerintah gak pura2 budek buruh gak bakalan demo tuntutan buruh cuma satu batalkan omnibus cilaka,0,1
8658,"Iswan Abdullah menyebutkan, dirinya maupun KSPI tdk pernah dilibatkan dlm pembahasan Omnibus Law Cipta Kerja. Tiba² Surpres sdh keluar. Pun, pernah diundang pemerintah, hanya terkait pembahasan sistem pengupahan.  Buruh Kembali Demo DPR Tolak Omnibus Law  https://t.co/IvyOJIY0Ha  https://t.co/OaK4pmO4wN",1,0
8659,"NEGARA VS RAKYAT. Anak Pubabu berhadapan dg aparat pemerintah, polisi dan tentara. (Foto: Mongabay). Omnibus Law akan memicu konflik serupa semakin luasnya ketika banyak daerah bersaing satu sama lain utk memikat  investor. Korbannya petani dan nelayan. #JegalOmnibusLaw  https://t.co/n8wY1NHFjw",1,0
8660,"Di tengah situasi pandemi COVID-19 ini, pembahasan Rancangan Undang-undang (RUU) Omnibus Law Cipta Kerja terus dikebut. Harusnya pemerintah dan DPR fokus dalam pencegahan Covid-19 untuk meminimalisir masyarakat yang hilang pendapatan dan korban PHK. #lbhamin #OmnibusLaw #COVID19",1,0
8661,"@BerisikEmak @ajipaf pemerintah ini aneh, pekerja yg jd objek omnibus law sdh menolak karena merugikan mereka tapi tetap dipaksakan sebenarnya tujuan pemerintah mau membuat pekerja makmur atau miskin sih",1,0
8662,"Isu yg dibawa KSPI dalam aksi demo di sejumlah daerah ini adalah, tolak Omnibus law draft pemerintah dan stop PHK massal dampak COVID-19. Dijelaskan Presiden KSPI Said Iqbal, setidaknya ada sembilan alasan kaum buruh menolak omnibus law draft pemerintah.   https://t.co/cXWXzTl1Xk",1,0
8663,Puluhan ribu buruh tolak omnibus law draf pemerintah dan menuntut agar PHK massal dampak COVID-19 dihentikan. #kumparanNEWS  https://t.co/20QhZm4JsF,1,0
8664,Menko Luhut Sebut Omnibus Law Jadi Langkah Pemerintah Reformasi Perekonomian #DemoUnfaedahPerparahPandemi  https://t.co/JbIQXYefyA,0,1
8665,"@geloraco Parah, udah bukan di pihak rakyat yg berjuang buat kesehatan dan kesejahteraan nya, plagiat pulak pake kata KAMI di tempat yg sama pulak. Nangis deh soekarno hatta. Apa xan juga dukung omnibus law krn diusung pemerintah? Kalo iya, xan ga beda sama influencerp buzzeRp aja.",1,0
8666,"Massa buruh berunjuk rasa di depan kompleks Parlemen, Senayan, Jakarta, Selasa (25/8/2020). Mereka menolak ""omnibus law"" draf pemerintah dan menuntut agar PHK massal dihentikan.   Foto: Aditya Pradana Putra  https://t.co/6hOwnSZ47v  https://t.co/hYIIzwy9gq",1,0
8667,"Iswan Abdullah menyebutkan, baik dirinya maupun KSPI tidak pernah dilibatkan dalam pembahasan Omnibus Law Cipta Kerja. Tiba-tiba Surpres sudah keluar .  Bahkan, tahu adanya surpres tersebut dr media. Pun, pernah diundang pemerintah, hanya terkait pembahasan sistem pengupahan.  https://t.co/PFut9vOp01",1,0
8668,"Emang kalian dengan demo bisa ngatasi pengangguran yank? Coba pikir!  Pemerintah sudah memikirkan semua, maka dari itu perlu disahkan RUU Omnibus Law.  Kalian pada ngerti gk woeeeeee  #DemoUnfaedahPerparahPandemi",1,0
8669,"Serikat buruh mendukung omnibus law,  DPR jg sudah menampung aspirasi! Permudah investasi Langkah pemerintah sudah tepat!  Mau demo apalagi?? Sudah cair,kah #DemoUnfaedahPerparahPandemi  https://t.co/0wogXRQ8D6",1,0
8670,"semua pihak harus melihat dampak dari penerapan Omnibus Law Cipta Kerja secara utuh dan jernih,RUU ini terbosan pemerintah dalam memangkas birokrasi, RUU Cipta Kerja diyakini bisa mendorong investasi dan membuka lapangan kerja #DemoUnfaedahPerparahPandemi   https://t.co/3a2gSPyqEY  https://t.co/wKL2RrkLYj",1,0
8671,"@AliNgabalin1 @rajivgaluh Semoga pemerintah juga bisa bertindak segera dan tegas, mereka sepertinya ada rencana besar beberapa bulan ini dengan menunggangi isue omnibus law dan resesi saat ini",0,0
8672,Parlemen Korea gini kerjanya. Ngusung legislasi baru dgn tujuan tekan pemerintah &amp; bumn-nya tuk tidak berinvestasi di energi kotor batubara. Hmm.. Beda banget ama @DPR_RI yg justru ngebut mbahas omnibus dan candu ama batubara.  #AtasiVirusCabutOmnibus #gagalkanomnibuslaw,1,0
8673,"Omnibus Law akan semakin mendorong tumbuh &amp; berkembangnya investasi.Akan ada banyak keuntungannya disini. Jika ditelaah &amp; dipahami dgn benar,Omnibus Law merupakan bukti keberpihakan pemerintah akan kepentingan &amp; hak² pekerja. #DemoUnfaedahPerparahPandemi   https://t.co/06cSiS9Aop",1,0
8674,"Ketua DPR RI Puan Maharani menegaskan bahwa parlemen terbuka dalam menyerap semua aspirasi terkait Omnibus Law RUU Cipta Kerja. Hal itu disampaikan Puan sejalan dgn janji akan transparan &amp; cermat dlm pembahasan RUU Cipta Kerja yg diusulkan pemerintah tsb, Selasa (25/8). (Ach)  https://t.co/HIao8uBdF5",1,0
8675,"MuslimahNews – Beberapa waktu terakhir, jagad maya ramai dengan pembahasan RUU Omnibus Law yg menuai penolakan dari masyarakat &amp; kalangan tokoh. Parahnya, untuk memuluskan RUU ini, pemerintah menggunakan para influencer bayaran untuk turut mengkampanyekan  https://t.co/R1jycceOaw",1,0
8676,Munculnya kekhawatiran kaum buruh bhw perusahaan akan mempekerjakan secara kontrak karyawan seumur hidup. Karena pemerintah menghapus aturan batas kontrak kerja tsb melalui RUU Omnibus law Cipta Kerja.  Menaker: Saya kira tidak...dst Kok pake kira2an?   https://t.co/cWIZ6J7F5n,1,0
8677,"@PlongaPlongo_Hl @PlongoRezim @l_lSLAMBANGKlT @sa12wo00 @Tr3ite @MichelAdamADA_ @Syam42933824 @MEffendi03 @bajullurik @_12ezaP4hl3v128 @Saadri4 @Cut__Meutia__ @oishi_5 @D3Cupr4x @DessyIn_2812 @LawangMbareb @Belegug71948035 @Korban___Rezim @aka_abzhary @_l3lOLaTu4 @Jamlean_Saleh @SSekampung @MichelAdamFL___ @Muchlisthassant @arkha74161955 @4nw4r2020 @AcepWaluyo @naffa_haya @LurahTanpoWargo @marvel7214 @OdriSeva @mizazcaFidelia @WidjayaChakra @CappucinO0606_ @SitiKho73381116 @pejuangreceeeh @gobeth3 @DayatPondok @InSrikandi_____ @BintangTimur27 @Muktian3 @kh_mursyidin88 @AntoSan1201 @Hmmurahmurahhm2 @D3ffiM45rizal @SingaRatik_Wara @Mang_Iyep08 @RatulangiSamy @bhakti_yudi @jaluciparay SELUK BELUK OMNIBUS LAW.  1. Prolegnas Program Legislasi Nasional, semacam kebijakan untuk nentuin arah kebijakan pemerintah 5 tahun ke depan.  Bentuknya Rancangan Undang-undang (RUU) yang selanjutnya disahkan menjadi UU.  Dua  #TolakOmnibusLaw",1,0
8678,"SELUK BELUK OMNIBUS LAW.  1. Prolegnas Program Legislasi Nasional, semacam kebijakan untuk nentuin arah kebijakan pemerintah 5 tahun ke depan.  Bentuknya Rancangan Undang-undang (RUU) yang selanjutnya disahkan menjadi UU.   #TolakOmnibusLaw 4",1,0
8679,"@milamuhammad2 SELUK BELUK OMNIBUS LAW.  1. Prolegnas Program Legislasi Nasional, semacam kebijakan untuk nentuin arah kebijakan pemerintah 5 tahun ke depan.  Bentuknya Rancangan Undang-undang (RUU) yang selanjutnya disahkan menjadi UU.   #TolakOmnibusLaw satu",1,0
8680,"SELUK BELUK OMNIBUS LAW.  1. Prolegnas Program Legislasi Nasional, semacam kebijakan untuk nentuin arah kebijakan pemerintah 5 tahun ke depan.  Bentuknya Rancangan Undang-undang (RUU) yang selanjutnya disahkan menjadi UU.   #TolakOmnibusLaw",1,0
8681,"DENGAN OMNIBUS LAW JANCUK,  Pemerintah tak lagi berkewajiban utamakan produksi dalam negeri untuk penuhi kebutuhan pangan nasional. Petani kecil dibunuh dengan impor! Omnibus Law bukan cuma Klaster Ketenagakerjaan. Ada Klaster  https://t.co/BMmpkMfT75 #TolakOmnibusLaw",1,0
8682,Sblm reformasi ada partai yg mengeritik pemerintah agar menghapus Outsourching. Stlh adanya UU No.13/2003 ttg Ketenagakerjaan yg membatasi penggunaan tenaga kerja kontrak malah ketentuannya hendak dicabut  oleh RUU Omnibus Law.  Kasian nasib pekerja WNI.   https://t.co/KPLpud4tYm,1,0
8683,10.32 #BeritaSONORA - Ketua DPR RI Puan Maharani menegaskan bahwa parlemen terbuka dalam menyerap semua aspirasi terkait Omnibus Law RUU Cipta Kerja. Hal itu disampaikan Puan sejalan dgn janji akan transparan &amp; cermat dalam pembahasan RUU Cipta Kerja yg diusulkan pemerintah tsb.  https://t.co/EIqSqVCmBt,1,0
8684,"Gak ada hubungannya penolakan RUU Omnibus Law sama pemulangan HRS, HRS yang tidak pulang ke Indonesia itu akibat rasa malu dari diri sendiri bukan karena kesalahan Pemerintah",0,0
8685,"Apresiasi yang sebesar besarnya kepada pemerintah Provinsi NTT, yang telah suskes menjalankan UU OMNIBUS LAW Cipta kerja, dimana telah merampas tanah adat di Timor Tengah Selatan. #TolakOmnibusLaw  #pemerintahprovinsinusatenggaratimur",1,0
8686,"Sabda Pranawa Djati, SH : Pemerintah dan DPR RI Jangan Memaksa Sahkan Omnibus Law  https://t.co/piUj6RsGAI",0,1
8687,BuzzeRp ahok sdh gak ada ya??!!  Yg ada : 1. BuzzeRp omnibus law 2. Harun Masiku 3. RUU HIP/BPIP 4. Jokowi 5. PDIP 6. Ganjar 7. Pemerintah scr umum,0,0
8688,"Sahabat RPK, selain di Kantor Kemenko Perekonomian dan DPR RI di Jakarta, aksi buruh juga akan dilakukan di 20 provinsi pada 25 Agustus 2020. Mengapa KSPI meminta agar pembahasan Omnibus Law dihentikan dan pemerintah fokus menyelesaikan dampak dari COVID-19 #Obsesi #RPKFM",1,0
8689, https://t.co/N5eGQaERYa  KSPI dkk akan demo di depan DPR RI dan kantor Kemenko Perekonomian hari ini untuk menolak draft omnibus law RUU Ciptaker yang diserahkan pemerintah kepada DPR.   ** Mau jaga jarak nya gimana jika yg      dateng demo sudah ribuan **,1,0
8690,Pemerintah terus berupaya membangkitkan ekonomi Indonesia di tengah pandemi Covid-19 melalui RUU Omnibus Law Cipta Kerja.  #MusnahkanHTIdanCovid  https://t.co/2HhT7vz2es,1,0
8691,Pemerintah terus berupaya membangkitkan ekonomi Indonesia di tengah pandemi Covid-19 melalui RUU Omnibus Law Cipta Kerja. #KawalSahkanOmnibusLaw #IndonesiaMaju  https://t.co/OIgbeUTiGg,1,0
8692,"Pemerintah sebaiknya fokus tanggulangi permasalahan akibat Covid-19, ketimbang melanjutkan pembahasan Omnibus Law.  https://t.co/Ae0WS7i9rW",0,0
8693,"Mardani Ali Sera: Catatan utk pemerintah,dgn ngotot terhadap omnibus law,fokus pemerintah pusat benar2 dipertanyakan. Akar masalah ada di kesehatan,mimpi siang bolong ingin menyelesaikan ekonomi tanpa menyelesaikan akar masalahnya  #EkonomiVSKesehatan  #IndonesiaLeadersTalk #ILT",1,0
8694,"AKHIRNYA SERIKAT BURUH MENDUKUNG OMNIBUS LAW RUU CIPTA KERJA ""Semua kerja-kerja dari birokrat dan pemerintah baik daerah mau pun pusat mendukung langkah-langkah Presiden Jokowi untuk memudahkan investasi apalagi pasca Covid-19,""   https://t.co/T5xc4uuLVg",1,0
8695,Omnibus law merupakan jalan keluar yang paling tepat dilakukan pemerintah dan solusi menghadapai krisis ekonomi secara global pasca pandemi. RUU Ciptaker ini menjadi jawaban yang tepat ! ✊🇮🇩  #DukungRUUCiptaKerja  https://t.co/8GJgVBgmxj,1,0
8696,dukung RUU Cipta Kerja Omnibus Law. Inikan program pemerintah yang banyak gunanya untuk mempermudah investasi di Indonesia. #DukungRUUCiptaKerja ✊🇮🇩  https://t.co/Jcr92CGtxL,1,0
8697,"Nah ini budaya buka2an yg bagus ..  harusnya @kemenkomarves @KemnakerRI @PolhukamRI bikin kaya ginian nih kalo geregetan ama yg nolak Omnibus Law Cipta Kerja, undang mereka semua, suruh bicara apa yg mereka tolak lalu jelaskan dimana salah mereka kalo yakin pemerintah benar",1,0
8698,"@Aspek_Indonesia @KspiCitu @ituc @uniglobalunion @m_mirah @Sabda_PDjati RUU Omnibus Law seharusnya didukung agar segera disahkan oleh pemerintah. Jika sudah resmi jadi undang-undang, maka hukum ketenagakerjaan akan makin diperbaiki. Para pekerja akan mendapat haknya dan dilarang di-PHK jika sakit akibat kecelakaan kerja.  https://t.co/1ApLylztrW",1,0
8699,"Humas Pemerintah Diganti Influencer? | Serba-serbi MMC  Dalam beberapa waktu terakhir, jagad maya ramai dengan berita pembahasan RUU Omnibus Law yang menuai penolakan dari masyarakat dan juga berbagai kalangan tokoh.",1,0
8700,"Video itu sengaja di potong untuk mengiring Opini Publik kalau buruh mendukung dengan Rencana Pemerintah untuk mendorong Investasi dengan OMNIBUS LAW CIPTA KERJA, Padahal dari awal hingga kini buruh tetap menolak OMNIBUS LAW CIPTA KERJA, lihat Video selengkapnya berikut ini.  https://t.co/t1QJkZzhzn",1,0
8701,"@Ar1Pangeran @Cardina75981802 Akhirnya Buruh sadar, dan menyetujui UU Omnibus Law, jadi jls selama ini hanya dijadikan kepentingan sekelompok org2 yg sakit hati dgn pemerintah utk melakukan demo2.",1,0
8702,"Dalam beberapa waktu terakhir, jagad maya ramai dengan berita pembahasan RUU Omnibus Law yang menuai penolakan dari masyarakat dan juga berbagai kalangan tokoh. Parahnya, untuk memuluskan RUU ini, pemerintah menggunakan para influencer bayaran untuk turut   https://t.co/FKPiXSzXqw",1,0
8703,"@Yayatpangeran @Nyaiedey_smd @FSPMI_KSPI @Aspek_Indonesia Video itu sengaja di potong utk mengiring Opini Publik kalau buruh mendukung  Rencana Pemerintah utk mendorong Investasi dgn OMNIBUS LAW CIPTA KERJA, Padahal dari awal hingga kini buruh tetap menolak OMNIBUS LAW CIPTA KERJA, lihat Video selengkapnya di  https://t.co/mw87ktPw3t",1,0
8704,"@arwidodo @gelatik31 Omnibus law, adalah sebuah product kesewenang-wenangan pemerintah... Pengusaha dibuat enak, warga masyarakat / rakyat / karyawan / buruh yang diperas....   #TolakOmnibusLaw #MenujuAksiBuruh25agustus",1,0
8705,"Jagad maya ramai dengan berita pembahasan RUU Omnibus Law yang menuai penolakan dari masyarakat dan juga berbagai kalangan tokoh. Parahnya, untuk memuluskan RUU ini, pemerintah menggunakan para influencer bayaran untuk turut mengkampanyekan.    https://t.co/aHgLk0b1dA",1,0
8706,"Humas Pemerintah Diganti Influencer?   Dalam beberapa waktu terakhir, jagad maya ramai dengan berita pembahasan RUU Omnibus Law yang menuai penolakan dari masyarakat dan juga berbagai kalangan tokoh.   https://t.co/Lu4z8advj3",1,0
8707,"""Setelah dihantam oleh pandemi Covid-19 -- atau lebih tepatnya, dihantam oleh kelalaian dan ketidakbecusan pemerintah dalam menangani pandemi  -- rakyat pekerja hari ini dihadapkan dengan awan gelap Omnibus Law."" #TolakOmnibusLaw #revolusi #sosialisme",1,0
8708,"@LaillyFadillah @alexander_murfi @BerisikEmak @dewo_padi08 @aka_abzhary @bryanvandersoon @ices_tea @Dheejhe1203 @EW1jaya @_andy_ch Beberapa waktu terakhir, jagad maya ramai  berita pembahasan RUU Omnibus Law menuai penolakan dari masyarakat dan juga berbagai kalangan tokoh. Parahnya, untuk memuluskan RUU ini, pemerintah menggunakan para influencer bayaran untuk turut mengkampanyekan.   https://t.co/tjhdG0A3FP",1,0
8709,"SEKOLAH ADAT harus berbadan hukum pendidikan &amp; ijin dr Pemerintah Pusat. Jika melanggar akan dipidana maksimal 10 tahun penjara dan/atau denda sebesar satu (1) Milyar Rupiah. (RUU Omnibus Law Cipta Kerja Pasal 53 (1), 62 (1) &amp; 71) #SahkanRUUMasyarakatAdat  #JegalOmnibusLaw  https://t.co/En5fKNCTFY",1,0
8710,"@willy_soeharly yg ku tau penggusuran tsb adalah tanah milik negara, dan pemerintah sudah memberikan tempat lain namun mereka menolak relokasi. Mengenai omnibus law, banyak manfaat salah satunya Pasal 3 bertujuan menciptakan lapangan kerja yang seluas luasnya bagi rakyat Indonesia secara merata.",1,0
8711,"Humas Pemerintah Diganti Influencer? | Serba-serbi MMC  Dalam beberapa waktu terakhir, jagad maya ramai dengan berita pembahasan RUU Omnibus Law yang menuai penolakan dari masyarakat dan juga berbagai kalangan tokoh. Parahnya, untuk memuluskan RUU ini..   https://t.co/EtceurBdGX",1,0
8712,"@FraksiRakyat_ID @jokowi Penanganan covid-19 menjadi prioritas pemerintah, omnibus law solusi atasi dampak covid-19.  https://t.co/hmnC4wmsCW",0,0
8713,"Demi Perekonomian Indonesia, 16 Serikat Buruh Dukung Omnibus Law dengan Syarat  Nah gini dong. Pemerintah, buruh, dan pengusaha gotong royong bangkitkan ekonomi.  👏👏👏  https://t.co/TAmHJCFWKr",1,0
8714,@media_maju @azrunnbchdnzr Dan pemerintah harus memberikan jaminan kerja untuk siapa saja sehingga pengangguran hilang total  Karena Omnibus sendiri blom tentu menghilangkan pengangguran secara total,0,1
8715,"@media_maju @azrunnbchdnzr Omnibus banyak cacatnya  Karena hanya menguntungkan orang kaya saja  Seharusnya pemerintah memberikan subsidi Gaji ke semua pekerja setiap bulanya   Dan usaha mikro Dan perseorangan seperti kuli, pemulung,tukang batagor, freelance   seharusnya diberikan subsidi pendapatan juga",1,0
8716,"@Khusnul61201260 @ChusnulSyantik @AliNgabalin1 @mohmahfudmd Lah... Yg menuduh anda toghut siapa? Saya kan bilang, daripada toghut2in pemerintah, mending pindah. Kl anda ngga toghutin ya sudah. Kok repot...  Ga terima RUU omnibus, kan ada jalurnya pendapat anda spy didenger pemerintah... Ajukan judicial review kek... Apa kek...",1,0
8717,"@All_ex_Xander @ChusnulSyantik @AliNgabalin1 @mohmahfudmd Kmana aja selama ini,udah jelas sih bahwa para buruh,aktivis,dan mahasiswa pada tidak setuju dengan ruu omnibus law.udah di butakan hati sama pemerintah.  Makanya baca dulu isi omnibus law.UU tersebut itu hanya menguntungkan para para pengusaha dan investor.  Tidak pada pekerja",1,0
8718,"Assalamu'alaikum Wr. Wb.  Ditengah pandemi covid-19 ini DPR dan pemerintah melakukan pembahasan RUU Omnibus Law, banyak pro kontra yang terjadi, sebagian menolak RUU ini, sebenarnya apa isi RUU Omnibus Law? Dan bagaimana sikap kita?  Kondisi yang demikian inilah yg mendorong  https://t.co/ura3bOLfjq",1,0
8719,@All_ex_Xander @ChusnulSyantik @AliNgabalin1 @mohmahfudmd Apa pernah sih akun @ChusnulSyantik membahas omnibus law. Aturan pemerintah yang banyak di tentang rakyat. Why?   Ya karena tugasnya ini kan menjilat pemerintah terus .entah itu benar atau salah.  https://t.co/RiYfhVhqR8,1,0
8720,"Loh, yang mendukung pemerintah juga diserang kok. Masih inget, akademisi yang mendukung Omnibus Law juga diserang secara pribadi.  Ini soal perspektif dan keberpihakan saja.",0,0
8721,"@All_ex_Xander @ChusnulSyantik @AliNgabalin1 @mohmahfudmd Pas banget nih @ChusnulSyantik .jilat pemerintah terus.. 🤣🤣 kek omnibus law yang udah jelas merugikan rakyat ga pernah nyinggung,partai yang mau ngubah pancasila ga pernah di singgung juga. Enak banget orang di balik prempuan muslimah.tapi isi konten nya adu domba. Awowowk. 😆  https://t.co/d25CyHfWz6",1,0
8722,"“Alih-alih melanjutkan RUU Masyarakat Adat yang sebenarnya bisa lebih dirasakan oleh masyarakat adatnya itu sendiri, pemerintah skrg malah justru mau menerbitkan Omnibus Law yg jelas-jelas bakal merugikan hak-hak Masyarakat Adat.” #SahkanRUUMasyarakatAdat  https://t.co/CfedrAMbQY",1,0
